Store_1 Dept_1
142,2012-10-26,32189.296751723225,24605.368930016757,40111.178939284466
143,2012-10-28,33088.675019272974,25628.276887910833,40229.71218854536
144,2012-11-04,32081.612594132464,24942.575869607645,39529.926377369346
145,2012-11-11,25160.91309406168,18045.16623251417,31898.362272551265
146,2012-11-18,17914.461138353556,10174.795942203036,25245.807750241678
-----------------------------
Store_1 Dept_2
142,2012-10-26,43546.748075223106,40100.84088651443,46604.157027406945
143,2012-10-28,43957.30249812024,40490.63297333756,47492.5843395542
144,2012-11-04,45857.51290707463,42436.697016808,49206.2980256217
145,2012-11-11,46493.22453206432,43312.238741655136,49813.79058640546
146,2012-11-18,45034.009229644595,41719.591449557935,48679.73069267393
-----------------------------
Store_1 Dept_3
142,2012-10-26,8775.831330944507,4951.477278291617,12472.02998466657
143,2012-10-28,9048.764712831238,5049.246834453421,13185.477614733922
144,2012-11-04,10689.941185159254,6755.882706032433,14328.956990299826
145,2012-11-11,11547.259376207798,7883.340869781184,15428.675980115248
146,2012-11-18,10826.742745997904,7244.665023518964,14438.316092799076
-----------------------------
Store_1 Dept_4
142,2012-10-26,36323.109068291364,33645.39355845275,39216.059786943784
143,2012-10-28,36413.855238541655,33761.07759558886,39178.17676819721
144,2012-11-04,37778.92166701722,35180.207116086356,40614.00527686254
145,2012-11-11,40322.7057251951,37598.09538131552,43036.501695090956
146,2012-11-18,42394.001336297406,39743.421301913746,45277.87007816788
-----------------------------
Store_1 Dept_5
142,2012-10-26,22495.487926731803,14579.469152339043,29764.6690018565
143,2012-10-28,22678.930336483496,14502.975421185944,29971.91545168658
144,2012-11-04,26297.176456771813,18632.83978177237,34220.51776798617
145,2012-11-11,33558.17139949331,26387.884784981594,42152.160518506855
146,2012-11-18,41006.61233678366,33428.4676816622,49164.82140875702
-----------------------------
Store_1 Dept_6
142,2012-10-26,3329.8738792431927,425.3115562080159,6373.706334308731
143,2012-10-28,3311.4242532817752,71.02958223849686,6427.004965705267
144,2012-11-04,4022.51930467381,995.448912167285,6950.032675818741
145,2012-11-11,5584.922068063309,2486.678885927743,8604.493837309186
146,2012-11-18,6923.016516632189,3731.752173732806,9833.453072009474
-----------------------------
Store_1 Dept_7
142,2012-10-26,17376.304943469033,4091.5682476189677,30503.573465366324
143,2012-10-28,18534.442879885708,4615.192312964449,31525.96915347778
144,2012-11-04,24358.852938114713,11759.674007041498,37863.41814339807
145,2012-11-11,29395.266638647336,15799.738324872476,42082.8300895242
146,2012-11-18,31800.461257423543,18622.386454156225,45891.138280108804
-----------------------------
Store_1 Dept_8
142,2012-10-26,38948.05809659548,36651.42153772064,41128.39442045463
143,2012-10-28,39114.282149360646,36953.813240919895,41184.99226931416
144,2012-11-04,39751.353658583146,37695.94771368713,41818.59501505784
145,2012-11-11,39912.67437151817,37721.304128626696,41931.03634468687
146,2012-11-18,39424.51478511027,37315.532570282,41475.59559995557
-----------------------------
Store_1 Dept_9
142,2012-10-26,38375.82754363319,32644.605071557868,44191.32050913322
143,2012-10-28,39261.49803689105,33652.95992316452,45102.09688580505
144,2012-11-04,43327.16118942054,37731.69620154263,49046.168473980266
145,2012-11-11,45150.61768914675,38955.499167196416,50886.36434331255
146,2012-11-18,41430.940354122875,36013.448448728086,47333.59615180765
-----------------------------
Store_1 Dept_10
142,2012-10-26,29535.56430212139,26411.569843166613,32582.702422420192
143,2012-10-28,29468.6104386439,26705.777360544344,32389.87811839302
144,2012-11-04,29250.37906285617,25891.826055838148,32396.290093740397
145,2012-11-11,29412.554123252925,26262.064463839175,32777.32665583487
146,2012-11-18,30023.128243240844,26846.931749838466,33226.79426982379
-----------------------------
Store_1 Dept_11
142,2012-10-26,22115.899858654106,17431.806412530077,26775.37248569331
143,2012-10-28,22296.715773170752,17638.44936886389,26826.533068952285
144,2012-11-04,22863.809870719797,18325.807829771595,27598.743637772415
145,2012-11-11,24049.873351875653,19337.674772134003,28712.52548357085
146,2012-11-18,26550.127485917856,21976.61727228308,30888.11779320911
-----------------------------
Store_1 Dept_12
142,2012-10-26,10469.270732952944,9215.355885360425,11696.422185744017
143,2012-10-28,10274.64289514607,8968.59464393988,11615.78160625239
144,2012-11-04,9680.11615077149,8353.930156287965,10978.03144624951
145,2012-11-11,9454.039752753832,8218.283633361083,10744.092501923868
146,2012-11-18,9369.748551146939,8166.642446253221,10683.413145427654
-----------------------------
Store_1 Dept_13
142,2012-10-26,39199.27732719202,36544.08209713583,41877.657706500504
143,2012-10-28,39234.55514527785,36459.014990570526,41854.15681350949
144,2012-11-04,39946.687730737445,37314.14910828522,42460.29049440561
145,2012-11-11,40866.091964969855,38201.128344153956,43458.78325693695
146,2012-11-18,40921.84638745768,38364.982434949554,43524.08150002912
-----------------------------
Store_1 Dept_14
142,2012-10-26,10760.413080922903,6781.44390607353,14809.174884930693
143,2012-10-28,10956.353292764663,7052.597168541861,15324.999531190999
144,2012-11-04,14094.205912024634,10045.592908959441,17792.566173821695
145,2012-11-11,19445.619563960183,15045.96749446051,23349.15418130138
146,2012-11-18,23516.55008192668,19478.73169882216,27425.281762888208
-----------------------------
Store_1 Dept_16
142,2012-10-26,8782.336184224803,3696.3130473591577,13885.526497266806
143,2012-10-28,8165.460648094922,3213.4069985182073,12877.393842465992
144,2012-11-04,6411.118614523246,1696.3337893151447,11450.159369196412
145,2012-11-11,6113.962476468947,1296.0609847211883,11285.807503487707
146,2012-11-18,6962.062989425664,2017.843670101743,12133.100735094744
-----------------------------
Store_1 Dept_17
142,2012-10-26,6785.217116910654,5481.22998161014,8157.29708196371
143,2012-10-28,6790.032145242865,5458.01682214701,8287.802447264914
144,2012-11-04,7467.129637239905,6151.036205415297,8854.919608158794
